*******************************************************************************
Database: 11702002
Sequence: CG5-1702-002
File size: 179712
Database effective from 02 FEB 2017 to 02 MAR 2017
Report compiled on Monday Dec 25 2023
OneNav+ Version: 1.18.0
*******************************************************************************
HONEYWELL PROPRIETARY AND CONFIDENTIAL
COPYRIGHT © 2011-2023
HONEYWELL INTERNATIONAL INC.
UNPUBLISHED WORK. ALL RIGHTS RESERVED 
*******************************************************************************
Summary
-------------------------
Table Name,Record Count
Airports,97
Airways,2135
Airway Legs,17205
Alternates,0
Company Routes,0
Company Route Legs,0
FuelPolicy,8
Airline Policy,0
HoldingPatterns,0
Gates,0
GridMORA,0
Navaids,1131
NDBs,264
Procedures ,5146
Procedure Legs,21583
Runways,286
Waypoints,9082

Airports
-------------------------
Ident,RevCode,Latitude,Longitude,MagVar,Elevation,SpeedLimitCoded,SpeedLimit,SpeedLimitAltitude,TransAltitude,ProceduresExist,RunwaysExist,GatesExist,AlternatesExist,ICAO,MaxRunwayLength,SIDs,STARs,Approaches,EOSIDs
UBBB,AGDA1C,B, ,SIDCR,17,9000,AGDAM,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-15-51.99,E049-13-17.00,,,,,AGDA1C,,,
UBBB,AGDA1D,B, ,SIDCR,35,9000,RW35,RWY, ,FA, , ,352.97,,410A,,,,,BAK,,,,,,N40-27-27.76,E050-03-47.58,N40-25-14.82,E050-03-50.28,115.00,E06.0,AGDA1D,,,
UBBB,AGDA1D,B, ,SIDCR,35,9000,BB401,WPT, ,CF, , ,344.00,,1500A,,,7.80,,BAK,,,,,,N40-36-52.98,E050-01-57.97,N40-25-14.82,E050-03-50.28,115.00,E06.0,AGDA1D,,,
UBBB,AGDA1D,B, ,SIDCR,35,9000,BB107,WPT, ,TF, , ,,,8000,,,,, , ,,,,,N40-37-06.04,E049-46-04.96,,,,,AGDA1D,,,
UBBB,AGDA1D,B, ,SIDCR,35,9000,BB103,WPT, ,TF, , ,,,8000,,,,, , ,,,,,N40-16-38.03,E049-42-31.99,,,,,AGDA1D,,,
UBBB,AGDA1D,B, ,SIDCR,35,9000,BB105,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-16-13.00,E049-26-19.98,,,,,AGDA1D,,,
UBBB,AGDA1D,B, ,SIDCR,35,9000,AGDAM,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N40-15-51.99,E049-13-17.00,,,,,AGDA1D,,,
UBBB,AGDA2A,B, ,SIDCR,16,9000,BB100,WPT, ,CF, ,Y,161.02,,1000A,,,4.50,,BAK,,,,,,N40-22-58.01,E050-03-51.98,N40-25-14.82,E050-03-50.28,115.00,E06.0,AGDA2A,,,
UBBB,AGDA2A,B, ,SIDCR,16,9000,BB101,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-17-00.97,E049-59-23.01,,,,,AGDA2A,,,
UBBB,AGDA2A,B, ,SIDCR,16,9000,BB103,WPT, ,TF, , ,,,8000,,,,, , ,,,,,N40-16-38.03,E049-42-31.99,,,,,AGDA2A,,,
UBBB,AGDA2A,B, ,SIDCR,16,9000,BB105,WPT, ,TF, , ,,,FL110A,,,,, , ,,,,,N40-16-13.00,E049-26-19.98,,,,,AGDA2A,,,
UBBB,AGDA2A,B, ,SIDCR,16,9000,AGDAM,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-15-51.99,E049-13-17.00,,,,,AGDA2A,,,
UBBB,AGDA2B,B, ,SIDCR,34,9000,BB200,WPT, ,CF, , ,341.02,,1500A,,,7.90,,BAK,,,,,,N40-37-09.98,E049-59-24.01,N40-25-14.82,E050-03-50.28,115.00,E06.0,AGDA2B,,,
UBBB,AGDA2B,B, ,SIDCR,34,9000,BB107,WPT, ,TF, , ,,,8000,,,,, , ,,,,,N40-37-06.04,E049-46-04.96,,,,,AGDA2B,,,
UBBB,AGDA2B,B, ,SIDCR,34,9000,BB103,WPT, ,TF, , ,,,8000,,,,, , ,,,,,N40-16-38.03,E049-42-31.99,,,,,AGDA2B,,,
UBBB,AGDA2B,B, ,SIDCR,34,9000,BB105,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-16-13.00,E049-26-19.98,,,,,AGDA2B,,,
UBBB,AGDA2B,B, ,SIDCR,34,9000,AGDAM,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N40-15-51.99,E049-13-17.00,,,,,AGDA2B,,,
UBBB,AGDA2D,B, ,SIDCR,35,9000,RW35,RWY, ,FA, , ,352.97,,410A,,,,,BAK,,,,,,N40-27-27.76,E050-03-47.58,N40-25-14.82,E050-03-50.28,115.00,E06.0,AGDA2D,,,
UBBB,AGDA2D,B, ,SIDCR,35,9000,BB401,WPT, ,CF, , ,344.00,,1500A,,,7.80,,BAK,,,,,,N40-36-52.98,E050-01-57.97,N40-25-14.82,E050-03-50.28,115.00,E06.0,AGDA2D,,,
UBBB,AGDA2D,B, ,SIDCR,35,9000,BB201,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-35-15.03,E050-17-52.98,,,,,AGDA2D,,,
UBBB,AGDA2D,B, ,SIDCR,35,9000,BB203,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-31-54.03,E050-27-00.97,,,,,AGDA2D,,,
UBBB,AGDA2D,B, ,SIDCR,35,9000,BB204,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-14-25.01,E050-27-00.97,,,,,AGDA2D,,,
UBBB,AGDA2D,B, ,SIDCR,35,9000,BB105,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-16-13.00,E049-26-19.98,,,,,AGDA2D,,,
UBBB,AGDA2D,B, ,SIDCR,35,9000,AGDAM,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N40-15-51.99,E049-13-17.00,,,,,AGDA2D,,,
UBBB,AGDA3B,B, ,SIDCR,34,9000,BB200,WPT, ,CF, , ,341.02,,1500A,,,7.90,,BAK,,,,,,N40-37-09.98,E049-59-24.01,N40-25-14.82,E050-03-50.28,115.00,E06.0,AGDA3B,,,
UBBB,AGDA3B,B, ,SIDCR,34,9000,BB201,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-35-15.03,E050-17-52.98,,,,,AGDA3B,,,
UBBB,AGDA3B,B, ,SIDCR,34,9000,BB203,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-31-54.03,E050-27-00.97,,,,,AGDA3B,,,
UBBB,AGDA3B,B, ,SIDCR,34,9000,BB204,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-14-25.01,E050-27-00.97,,,,,AGDA3B,,,
UBBB,AGDA3B,B, ,SIDCR,34,9000,BB105,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-16-13.00,E049-26-19.98,,,,,AGDA3B,,,
UBBB,AGDA3B,B, ,SIDCR,34,9000,AGDAM,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N40-15-51.99,E049-13-17.00,,,,,AGDA3B,,,
UBBB,BAMA1A,B, ,SIDCR,16,9000,BB100,WPT, ,CF, ,Y,161.02,,1000A,,,4.50,,BAK,,,,,,N40-22-58.01,E050-03-51.98,N40-25-14.82,E050-03-50.28,115.00,E06.0,BAMA1A,,,
UBBB,BAMA1A,B, ,SIDCR,16,9000,BAMAK,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N39-48-20.98,E050-08-13.00,,,,,BAMA1A,,,
UBBB,BAMA1B,B, ,SIDCR,34,9000,BB200,WPT, ,CF, , ,341.02,,1500A,,,7.90,,BAK,,,,,,N40-37-09.98,E049-59-24.01,N40-25-14.82,E050-03-50.28,115.00,E06.0,BAMA1B,,,
UBBB,BAMA1B,B, ,SIDCR,34,9000,BB201,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-35-15.03,E050-17-52.98,,,,,BAMA1B,,,
UBBB,BAMA1B,B, ,SIDCR,34,9000,BB203,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-31-54.03,E050-27-00.97,,,,,BAMA1B,,,
UBBB,BAMA1B,B, ,SIDCR,34,9000,BB204,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-14-25.01,E050-27-00.97,,,,,BAMA1B,,,
UBBB,BAMA1B,B, ,SIDCR,34,9000,BAMAK,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N39-48-20.98,E050-08-13.00,,,,,BAMA1B,,,
UBBB,BAMA1C,B, ,SIDCR,17,9000,BB100,WPT, ,CF, ,Y,172.97,,1000A,,,4.50,,BAK,,,,,,N40-22-58.01,E050-03-51.98,N40-25-14.82,E050-03-50.28,115.00,E06.0,BAMA1C,,,
UBBB,BAMA1C,B, ,SIDCR,17,9000,BAMAK,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N39-48-20.98,E050-08-13.00,,,,,BAMA1C,,,
UBBB,BAMA1D,B, ,SIDCR,35,9000,RW35,RWY, ,FA, , ,352.97,,410A,,,,,BAK,,,,,,N40-27-27.76,E050-03-47.58,N40-25-14.82,E050-03-50.28,115.00,E06.0,BAMA1D,,,
UBBB,BAMA1D,B, ,SIDCR,35,9000,BB401,WPT, ,CF, , ,344.00,,1500A,,,7.80,,BAK,,,,,,N40-36-52.98,E050-01-57.97,N40-25-14.82,E050-03-50.28,115.00,E06.0,BAMA1D,,,
UBBB,BAMA1D,B, ,SIDCR,35,9000,BB201,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-35-15.03,E050-17-52.98,,,,,BAMA1D,,,
UBBB,BAMA1D,B, ,SIDCR,35,9000,BB203,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-31-54.03,E050-27-00.97,,,,,BAMA1D,,,
UBBB,BAMA1D,B, ,SIDCR,35,9000,BB204,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-14-25.01,E050-27-00.97,,,,,BAMA1D,,,
UBBB,BAMA1D,B, ,SIDCR,35,9000,BAMAK,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N39-48-20.98,E050-08-13.00,,,,,BAMA1D,,,
UBBB,BETE1B,B, ,SIDCR,34,9000,BB200,WPT, ,CF, , ,341.02,,1500A,,,7.90,,BAK,,,,,,N40-37-09.98,E049-59-24.01,N40-25-14.82,E050-03-50.28,115.00,E06.0,BETE1B,,,
UBBB,BETE1B,B, ,SIDCR,34,9000,BB201,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-35-15.03,E050-17-52.98,,,,,BETE1B,,,
UBBB,BETE1B,B, ,SIDCR,34,9000,BB202,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-38-43.99,E050-25-50.99,,,,,BETE1B,,,
UBBB,BETE1B,B, ,SIDCR,34,9000,BETEK,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N41-01-28.02,E050-32-56.00,,,,,BETE1B,,,
UBBB,BETE1C,B, ,SIDCR,17,9000,BB100,WPT, ,CF, ,Y,172.97,,1000A,,,4.50,,BAK,,,,,,N40-22-58.01,E050-03-51.98,N40-25-14.82,E050-03-50.28,115.00,E06.0,BETE1C,,,
UBBB,BETE1C,B, ,SIDCR,17,9000,BB102,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-17-04.99,E050-09-50.03,,,,,BETE1C,,,
UBBB,BETE1C,B, ,SIDCR,17,9000,BB104,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-16-58.04,E050-17-52.98,,,,,BETE1C,,,
UBBB,BETE1C,B, ,SIDCR,17,9000,BB106,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-18-09.03,E050-27-00.97,,,,,BETE1C,,,
UBBB,BETE1C,B, ,SIDCR,17,9000,BB108,WPT, ,TF, , ,,,FL110A,,,,, , ,,,,,N40-37-49.99,E050-27-00.97,,,,,BETE1C,,,
UBBB,BETE1C,B, ,SIDCR,17,9000,BETEK,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N41-01-28.02,E050-32-56.00,,,,,BETE1C,,,
UBBB,BETE1D,B, ,SIDCR,35,9000,RW35,RWY, ,FA, , ,352.97,,410A,,,,,BAK,,,,,,N40-27-27.76,E050-03-47.58,N40-25-14.82,E050-03-50.28,115.00,E06.0,BETE1D,,,
UBBB,BETE1D,B, ,SIDCR,35,9000,BB401,WPT, ,CF, , ,344.00,,1500A,,,7.80,,BAK,,,,,,N40-36-52.98,E050-01-57.97,N40-25-14.82,E050-03-50.28,115.00,E06.0,BETE1D,,,
UBBB,BETE1D,B, ,SIDCR,35,9000,BB201,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-35-15.03,E050-17-52.98,,,,,BETE1D,,,
UBBB,BETE1D,B, ,SIDCR,35,9000,BB202,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-38-43.99,E050-25-50.99,,,,,BETE1D,,,
UBBB,BETE1D,B, ,SIDCR,35,9000,BETEK,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N41-01-28.02,E050-32-56.00,,,,,BETE1D,,,
UBBB,BETE2A,B, ,SIDCR,16,9000,BB100,WPT, ,CF, ,Y,161.02,,1000A,,,4.50,,BAK,,,,,,N40-22-58.01,E050-03-51.98,N40-25-14.82,E050-03-50.28,115.00,E06.0,BETE2A,,,
UBBB,BETE2A,B, ,SIDCR,16,9000,BB102,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-17-04.99,E050-09-50.03,,,,,BETE2A,,,
UBBB,BETE2A,B, ,SIDCR,16,9000,BB104,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-16-58.04,E050-17-52.98,,,,,BETE2A,,,
UBBB,BETE2A,B, ,SIDCR,16,9000,BB106,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-18-09.03,E050-27-00.97,,,,,BETE2A,,,
UBBB,BETE2A,B, ,SIDCR,16,9000,BB108,WPT, ,TF, , ,,,FL110A,,,,, , ,,,,,N40-37-49.99,E050-27-00.97,,,,,BETE2A,,,
UBBB,BETE2A,B, ,SIDCR,16,9000,BETEK,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N41-01-28.02,E050-32-56.00,,,,,BETE2A,,,
UBBB,EKRA1A,B, ,SIDCR,16,9000,BB100,WPT, ,CF, ,Y,161.02,,1000A,,,4.50,,BAK,,,,,,N40-22-58.01,E050-03-51.98,N40-25-14.82,E050-03-50.28,115.00,E06.0,EKRA1A,,,
UBBB,EKRA1A,B, ,SIDCR,16,9000,BB102,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-17-04.99,E050-09-50.03,,,,,EKRA1A,,,
UBBB,EKRA1A,B, ,SIDCR,16,9000,BB104,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-16-58.04,E050-17-52.98,,,,,EKRA1A,,,
UBBB,EKRA1A,B, ,SIDCR,16,9000,BB106,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-18-09.03,E050-27-00.97,,,,,EKRA1A,,,
UBBB,EKRA1A,B, ,SIDCR,16,9000,BB108,WPT, ,TF, , ,,,FL100A,,,,, , ,,,,,N40-37-49.99,E050-27-00.97,,,,,EKRA1A,,,
UBBB,EKRA1A,B, ,SIDCR,16,9000,EKRAM,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N41-08-19.99,E050-00-43.96,,,,,EKRA1A,,,
UBBB,EKRA1C,B, ,SIDCR,17,9000,BB100,WPT, ,CF, ,Y,172.97,,1000A,,,4.50,,BAK,,,,,,N40-22-58.01,E050-03-51.98,N40-25-14.82,E050-03-50.28,115.00,E06.0,EKRA1C,,,
UBBB,EKRA1C,B, ,SIDCR,17,9000,BB102,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-17-04.99,E050-09-50.03,,,,,EKRA1C,,,
UBBB,EKRA1C,B, ,SIDCR,17,9000,BB104,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-16-58.04,E050-17-52.98,,,,,EKRA1C,,,
UBBB,EKRA1C,B, ,SIDCR,17,9000,BB106,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-18-09.03,E050-27-00.97,,,,,EKRA1C,,,
UBBB,EKRA1C,B, ,SIDCR,17,9000,BB108,WPT, ,TF, , ,,,FL110A,,,,, , ,,,,,N40-37-49.99,E050-27-00.97,,,,,EKRA1C,,,
UBBB,EKRA1C,B, ,SIDCR,17,9000,EKRAM,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N41-08-19.99,E050-00-43.96,,,,,EKRA1C,,,
UBBB,EKRA1D,B, ,SIDCR,35,9000,RW35,RWY, ,FA, , ,352.97,,410A,,,,,BAK,,,,,,N40-27-27.76,E050-03-47.58,N40-25-14.82,E050-03-50.28,115.00,E06.0,EKRA1D,,,
UBBB,EKRA1D,B, ,SIDCR,35,9000,BB401,WPT, ,CF, , ,344.00,,1500A,,,7.80,,BAK,,,,,,N40-36-52.98,E050-01-57.97,N40-25-14.82,E050-03-50.28,115.00,E06.0,EKRA1D,,,
UBBB,EKRA1D,B, ,SIDCR,35,9000,EKRAM,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N41-08-19.99,E050-00-43.96,,,,,EKRA1D,,,
UBBB,EKRA2B,B, ,SIDCR,34,9000,BB200,WPT, ,CF, , ,341.02,,1500A,,,7.90,,BAK,,,,,,N40-37-09.98,E049-59-24.01,N40-25-14.82,E050-03-50.28,115.00,E06.0,EKRA2B,,,
UBBB,EKRA2B,B, ,SIDCR,34,9000,EKRAM,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N41-08-19.99,E050-00-43.96,,,,,EKRA2B,,,
UBBB,GILA1C,B, ,SIDCR,17,9000,BB100,WPT, ,CF, ,Y,172.97,,1000A,,,4.50,,BAK,,,,,,N40-22-58.01,E050-03-51.98,N40-25-14.82,E050-03-50.28,115.00,E06.0,GILA1C,,,
UBBB,GILA1C,B, ,SIDCR,17,9000,BB101,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-17-00.97,E049-59-23.01,,,,,GILA1C,,,
UBBB,GILA1C,B, ,SIDCR,17,9000,BB103,WPT, ,TF, , ,,,8000,,,,, , ,,,,,N40-16-38.03,E049-42-31.99,,,,,GILA1C,,,
UBBB,GILA1C,B, ,SIDCR,17,9000,BB105,WPT, ,TF, , ,,,FL110A,,,,, , ,,,,,N40-16-13.00,E049-26-19.98,,,,,GILA1C,,,
UBBB,GILA1C,B, ,SIDCR,17,9000,GILAB,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-11-17.99,E049-15-38.98,,,,,GILA1C,,,
UBBB,GILA1D,B, ,SIDCR,35,9000,BB400,WPT, ,FA, , ,352.97,,410A,,,,,BAK,,,,,,N40-29-07.02,E050-03-46.04,N40-25-14.82,E050-03-50.28,115.00,E06.0,GILA1D,,,
UBBB,GILA1D,B, ,SIDCR,35,9000,BB401,WPT, ,CF, , ,344.00,,1500A,,,7.80,,BAK,,,,,,N40-36-52.98,E050-01-57.97,N40-25-14.82,E050-03-50.28,115.00,E06.0,GILA1D,,,
UBBB,GILA1D,B, ,SIDCR,35,9000,BB107,WPT, ,TF, , ,,,8000,,,,, , ,,,,,N40-37-06.04,E049-46-04.96,,,,,GILA1D,,,
UBBB,GILA1D,B, ,SIDCR,35,9000,BB103,WPT, ,TF, , ,,,8000,,,,, , ,,,,,N40-16-38.03,E049-42-31.99,,,,,GILA1D,,,
UBBB,GILA1D,B, ,SIDCR,35,9000,BB105,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-16-13.00,E049-26-19.98,,,,,GILA1D,,,
UBBB,GILA1D,B, ,SIDCR,35,9000,GILAB,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N40-11-17.99,E049-15-38.98,,,,,GILA1D,,,
UBBB,GILA2A,B, ,SIDCR,16,9000,BB100,WPT, ,CF, ,Y,161.02,,1000A,,,4.50,,BAK,,,,,,N40-22-58.01,E050-03-51.98,N40-25-14.82,E050-03-50.28,115.00,E06.0,GILA2A,,,
UBBB,GILA2A,B, ,SIDCR,16,9000,BB101,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-17-00.97,E049-59-23.01,,,,,GILA2A,,,
UBBB,GILA2A,B, ,SIDCR,16,9000,BB103,WPT, ,TF, , ,,,8000,,,,, , ,,,,,N40-16-38.03,E049-42-31.99,,,,,GILA2A,,,
UBBB,GILA2A,B, ,SIDCR,16,9000,BB105,WPT, ,TF, , ,,,FL110A,,,,, , ,,,,,N40-16-13.00,E049-26-19.98,,,,,GILA2A,,,
UBBB,GILA2A,B, ,SIDCR,16,9000,GILAB,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-11-17.99,E049-15-38.98,,,,,GILA2A,,,
UBBB,GILA2B,B, ,SIDCR,34,9000,BB200,WPT, ,CF, , ,341.02,,1500A,,,7.90,,BAK,,,,,,N40-37-09.98,E049-59-24.01,N40-25-14.82,E050-03-50.28,115.00,E06.0,GILA2B,,,
UBBB,GILA2B,B, ,SIDCR,34,9000,BB107,WPT, ,TF, , ,,,8000,,,,, , ,,,,,N40-37-06.04,E049-46-04.96,,,,,GILA2B,,,
UBBB,GILA2B,B, ,SIDCR,34,9000,BB103,WPT, ,TF, , ,,,8000,,,,, , ,,,,,N40-16-38.03,E049-42-31.99,,,,,GILA2B,,,
UBBB,GILA2B,B, ,SIDCR,34,9000,BB105,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-16-13.00,E049-26-19.98,,,,,GILA2B,,,
UBBB,GILA2B,B, ,SIDCR,34,9000,GILAB,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N40-11-17.99,E049-15-38.98,,,,,GILA2B,,,
UBBB,GILA2D,B, ,SIDCR,35,9000,RW35,RWY, ,FA, , ,352.97,,410A,,,,,BAK,,,,,,N40-27-27.76,E050-03-47.58,N40-25-14.82,E050-03-50.28,115.00,E06.0,GILA2D,,,
UBBB,GILA2D,B, ,SIDCR,35,9000,BB401,WPT, ,CF, , ,344.00,,1500A,,,7.80,,BAK,,,,,,N40-36-52.98,E050-01-57.97,N40-25-14.82,E050-03-50.28,115.00,E06.0,GILA2D,,,
UBBB,GILA2D,B, ,SIDCR,35,9000,BB201,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-35-15.03,E050-17-52.98,,,,,GILA2D,,,
UBBB,GILA2D,B, ,SIDCR,35,9000,BB203,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-31-54.03,E050-27-00.97,,,,,GILA2D,,,
UBBB,GILA2D,B, ,SIDCR,35,9000,BB204,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-14-25.01,E050-27-00.97,,,,,GILA2D,,,
UBBB,GILA2D,B, ,SIDCR,35,9000,BB105,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-16-13.00,E049-26-19.98,,,,,GILA2D,,,
UBBB,GILA2D,B, ,SIDCR,35,9000,GILAB,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N40-11-17.99,E049-15-38.98,,,,,GILA2D,,,
UBBB,GILA3B,B, ,SIDCR,34,9000,BB200,WPT, ,CF, , ,341.02,,1500A,,,7.90,,BAK,,,,,,N40-37-09.98,E049-59-24.01,N40-25-14.82,E050-03-50.28,115.00,E06.0,GILA3B,,,
UBBB,GILA3B,B, ,SIDCR,34,9000,BB201,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-35-15.03,E050-17-52.98,,,,,GILA3B,,,
UBBB,GILA3B,B, ,SIDCR,34,9000,BB203,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-31-54.03,E050-27-00.97,,,,,GILA3B,,,
UBBB,GILA3B,B, ,SIDCR,34,9000,BB204,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-14-25.01,E050-27-00.97,,,,,GILA3B,,,
UBBB,GILA3B,B, ,SIDCR,34,9000,BB105,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-16-13.00,E049-26-19.98,,,,,GILA3B,,,
UBBB,GILA3B,B, ,SIDCR,34,9000,GILAB,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N40-11-17.99,E049-15-38.98,,,,,GILA3B,,,
UBBB,NAMA1A,B, ,SIDCR,16,9000,BB100,WPT, ,CF, ,Y,161.02,,1000A,,,4.50,,BAK,,,,,,N40-22-58.01,E050-03-51.98,N40-25-14.82,E050-03-50.28,115.00,E06.0,NAMA1A,,,
UBBB,NAMA1A,B, ,SIDCR,16,9000,BB102,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-17-04.99,E050-09-50.03,,,,,NAMA1A,,,
UBBB,NAMA1A,B, ,SIDCR,16,9000,BB104,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-16-58.04,E050-17-52.98,,,,,NAMA1A,,,
UBBB,NAMA1A,B, ,SIDCR,16,9000,BB106,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-18-09.03,E050-27-00.97,,,,,NAMA1A,,,
UBBB,NAMA1A,B, ,SIDCR,16,9000,NAMAS,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-21-39.99,E050-54-44.96,,,,,NAMA1A,,,
UBBB,NAMA1B,B, ,SIDCR,34,9000,BB200,WPT, ,CF, , ,341.02,,1500A,,,7.90,,BAK,,,,,,N40-37-09.98,E049-59-24.01,N40-25-14.82,E050-03-50.28,115.00,E06.0,NAMA1B,,,
UBBB,NAMA1B,B, ,SIDCR,34,9000,BB201,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-35-15.03,E050-17-52.98,,,,,NAMA1B,,,
UBBB,NAMA1B,B, ,SIDCR,34,9000,BB203,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-31-54.03,E050-27-00.97,,,,,NAMA1B,,,
UBBB,NAMA1B,B, ,SIDCR,34,9000,NAMAS,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N40-21-39.99,E050-54-44.96,,,,,NAMA1B,,,
UBBB,NAMA1C,B, ,SIDCR,17,9000,BB100,WPT, ,CF, ,Y,172.97,,1000A,,,4.50,,BAK,,,,,,N40-22-58.01,E050-03-51.98,N40-25-14.82,E050-03-50.28,115.00,E06.0,NAMA1C,,,
UBBB,NAMA1C,B, ,SIDCR,17,9000,BB102,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-17-04.99,E050-09-50.03,,,,,NAMA1C,,,
UBBB,NAMA1C,B, ,SIDCR,17,9000,BB104,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-16-58.04,E050-17-52.98,,,,,NAMA1C,,,
UBBB,NAMA1C,B, ,SIDCR,17,9000,BB106,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-18-09.03,E050-27-00.97,,,,,NAMA1C,,,
UBBB,NAMA1C,B, ,SIDCR,17,9000,NAMAS,WPT, ,TF, , ,,,FL120A,,,,, , ,,,,,N40-21-39.99,E050-54-44.96,,,,,NAMA1C,,,
UBBB,NAMA1D,B, ,SIDCR,35,9000,RW35,RWY, ,FA, , ,352.97,,410A,,,,,BAK,,,,,,N40-27-27.76,E050-03-47.58,N40-25-14.82,E050-03-50.28,115.00,E06.0,NAMA1D,,,
UBBB,NAMA1D,B, ,SIDCR,35,9000,BB401,WPT, ,CF, , ,344.00,,1500A,,,7.80,,BAK,,,,,,N40-36-52.98,E050-01-57.97,N40-25-14.82,E050-03-50.28,115.00,E06.0,NAMA1D,,,
UBBB,NAMA1D,B, ,SIDCR,35,9000,BB201,WPT, ,TF, , ,,,8000B,,,,, , ,,,,,N40-35-15.03,E050-17-52.98,,,,,NAMA1D,,,
UBBB,NAMA1D,B, ,SIDCR,35,9000,BB203,WPT, ,TF, , ,,,,,,,, , ,,,,,N40-31-54.03,E050-27-00.97,,,,,NAMA1D,,,
UBBB,NAMA1D,B, ,SIDCR,35,9000,NAMAS,WPT, ,TF, , ,,,FL140A,,,,, , ,,,,,N40-21-39.99,E050-54-44.96,,,,,NAMA1D,,,
